JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer
2455850.25139,11.790,0.061,,V,BQM,,,,5646aitq,,0,,Z,11.7,,,SN 2011FE,0,STD,,,
2455850.2514,12.0,,,Vis.,KWO,,117,123,5252rwj,,,,Z,,,,SN 2011FE,2,STD,,,
2455850.25208,11.790,0.058,,V,BQM,,,,5646aitq,,0,,Z,11.7,,,SN 2011FE,0,STD,,,
2455850.252730,11.410,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.481,Z,11.528,11.883,,SN 2011FE,0,STD,,,
2455850.25278,11.753,0.063,,V,BQM,,,,5646aitq,,0,,Z,11.7,,,SN 2011FE,0,STD,,,
2455850.253171,11.421,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.484,Z,11.528,11.847,,SN 2011FE,0,STD,,,
2455850.25347,12.4,,,Vis.,GGU,,119,123,5252vno,,,,Z,,,,SN 2011FE,4,STD,,,
2455850.25347,11.790,0.053,,V,BQM,,,,5646aitq,,0,,Z,11.7,,,SN 2011FE,0,STD,,,
2455850.25417,11.792,0.057,,V,BQM,,,,5646aitq,,0,,Z,11.7,,,SN 2011FE,0,STD,,,
2455850.254502,11.430,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.490,Z,11.528,11.868,,SN 2011FE,0,STD,,,
2455850.25486,11.826,0.061,,V,BQM,,,,5646aitq,,0,,Z,11.7,,,SN 2011FE,0,STD,,,
2455850.255382,11.491,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.495,Z,11.528,11.878,,SN 2011FE,0,STD,,,
2455850.25556,11.794,0.06,,V,BQM,,,,5646aitq,,0,,Z,11.7,,,SN 2011FE,0,STD,,,
2455850.255822,11.485,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.497,Z,11.528,11.901,,SN 2011FE,0,STD,,,
2455850.25694,11.741,0.063,,V,BQM,,,,5646aitq,,0,,Z,11.7,,,SN 2011FE,0,STD,,,
2455850.257153,11.477,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.504,Z,11.528,11.862,,SN 2011FE,0,STD,,,
2455850.25764,11.801,0.053,,V,BQM,,,,5646aitq,,0,,Z,11.7,,,SN 2011FE,0,STD,,,
2455850.258032,11.445,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.508,Z,11.528,11.866,,SN 2011FE,0,STD,,,
2455850.25833,11.767,0.05,,V,BQM,,,,5646aitq,,0,,Z,11.7,,,SN 2011FE,0,STD,,,
2455850.258472,11.469,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.511,Z,11.528,11.896,,SN 2011FE,0,STD,,,
2455850.258912,11.469,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.513,Z,11.528,11.897,,SN 2011FE,0,STD,,,
2455850.25903,11.766,0.053,,V,BQM,,,,5646aitq,,0,,Z,11.7,,,SN 2011FE,0,STD,,,
2455850.25972,11.768,0.061,,V,BQM,,,,5646aitq,,0,,Z,11.7,,,SN 2011FE,0,STD,,,
2455850.259803,11.474,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.517,Z,11.528,11.872,,SN 2011FE,0,STD,,,
2455850.260683,11.424,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.522,Z,11.528,11.921,,SN 2011FE,0,STD,,,
2455850.261134,11.461,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.524,Z,11.528,11.887,,SN 2011FE,0,STD,,,
2455850.261574,11.454,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.527,Z,11.528,11.891,,SN 2011FE,0,STD,,,
2455850.262014,11.473,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.529,Z,11.528,11.862,,SN 2011FE,0,STD,,,
2455850.262454,11.466,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.531,Z,11.528,11.894,,SN 2011FE,0,STD,,,
2455850.262905,11.447,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.534,Z,11.528,11.820,,SN 2011FE,0,STD,,,
2455850.263356,11.424,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.536,Z,11.528,11.845,,SN 2011FE,0,STD,,,
2455850.263796,11.459,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.539,Z,11.528,11.861,,SN 2011FE,0,STD,,,
2455850.264248,11.469,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.541,Z,11.528,11.913,,SN 2011FE,0,STD,,,
2455850.264687,11.463,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.543,Z,11.528,11.859,,SN 2011FE,0,STD,,,
2455850.265116,11.469,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.546,Z,11.528,11.858,,SN 2011FE,0,STD,,,
2455850.265567,11.448,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.548,Z,11.528,11.899,,SN 2011FE,0,STD,,,
2455850.266007,11.478,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.551,Z,11.528,11.900,,SN 2011FE,0,STD,,,
2455850.266447,11.498,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.553,Z,11.528,11.855,,SN 2011FE,0,STD,,,
2455850.266887,11.457,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.555,Z,11.528,11.863,,SN 2011FE,0,STD,,,
2455850.267326,11.469,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.558,Z,11.528,11.849,,SN 2011FE,0,STD,,,
2455850.267778,11.481,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.560,Z,11.528,11.871,,SN 2011FE,0,STD,,,
2455850.268229,11.465,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.563,Z,11.528,11.893,,SN 2011FE,0,STD,,,
2455850.268669,11.472,,,CR,HND,,119,123,5263EGI,KAF-401LE,0,1.565,Z,11.528,11.864,,SN 2011FE,0,STD,,,
2455850.27,12.79,0.02,,B,QW,,117,119,110101,,1,,Z,,,,SN 2011FE,2,STD,,,
2455850.2778,11.8,,,Vis.,BVE,,117,119,BMU,CHART BMU BASED ON APASS AND TYCHO2,,,Z,,,,SN 2011FE,4,STD,,,
2455850.27986,11.9,,,Vis.,VBH,,11.9,12.3,5254pnq,,,,Z,,,,SN 2011FE,5,STD,,,
2455850.28027,11.809,0.011,,V,ATE,,138,140,110825,,0,1.87,Z,,14.069,,SN 2011FE,0,STD,,,
2455850.28094,11.811,0.011,,V,ATE,,138,140,110825,,0,1.88,Z,,14.029,,SN 2011FE,0,STD,,,
2455850.28151,11.754,0.011,,V,ATE,,138,140,110825,,0,1.88,Z,,13.988,,SN 2011FE,0,STD,,,
2455850.28211,11.765,0.011,,V,ATE,,138,140,110825,,0,1.89,Z,,13.998,,SN 2011FE,0,STD,,,
2455850.28268,11.776,0.011,,V,ATE,,138,140,110825,,0,1.89,Z,,14.002,,SN 2011FE,0,STD,,,
2455850.28327,11.745,0.011,,V,ATE,,138,140,110825,,0,1.90,Z,,13.937,,SN 2011FE,0,STD,,,
2455850.28385,11.748,0.011,,V,ATE,,138,140,110825,,0,1.91,Z,,13.933,,SN 2011FE,0,STD,,,
2455850.28442,11.771,0.011,,V,ATE,,138,140,110825,,0,1.91,Z,,13.906,,SN 2011FE,0,STD,,,
2455850.28501,11.808,0.011,,V,ATE,,138,140,110825,,0,1.92,Z,,14.032,,SN 2011FE,0,STD,,,
2455850.28557,11.777,0.011,,V,ATE,,138,140,110825,,0,1.92,Z,,13.933,,SN 2011FE,0,STD,,,
2455850.28614,11.804,0.011,,V,ATE,,138,140,110825,,0,1.93,Z,,13.981,,SN 2011FE,0,STD,,,
2455850.28671,11.792,0.011,,V,ATE,,138,140,110825,,0,1.93,Z,,13.960,,SN 2011FE,0,STD,,,
2455850.28729,11.780,0.011,,V,ATE,,138,140,110825,,0,1.94,Z,,13.984,,SN 2011FE,0,STD,,,
2455850.28788,11.775,0.011,,V,ATE,,138,140,110825,,0,1.95,Z,,14.012,,SN 2011FE,0,STD,,,
2455850.28819,11.9,,,Vis.,WKL,,11.7,,5252tpy,,,,Z,,,,SN 2011FE,15,STD,,,
2455850.28844,11.785,0.011,,V,ATE,,138,140,110825,,0,1.95,Z,,13.991,,SN 2011FE,0,STD,,,
2455850.28901,11.741,0.011,,V,ATE,,138,140,110825,,0,1.96,Z,,13.923,,SN 2011FE,0,STD,,,
2455850.28958,11.805,0.011,,V,ATE,,138,140,110825,,0,1.96,Z,,14.062,,SN 2011FE,0,STD,,,
2455850.29,11.5,,,Vis.,PUJ,,117,117,5249CNN,,,,Z,,,,SN 2011FE,6,STD,,,
2455850.29,11.75,0.01,,V,QW,,117,119,110101,,1,,Z,,,,SN 2011FE,2,STD,,,
2455850.29018,11.812,0.011,,V,ATE,,138,140,110825,,0,1.97,Z,,14.078,,SN 2011FE,0,STD,,,
2455850.29076,11.755,0.011,,V,ATE,,138,140,110825,,0,1.98,Z,,14.010,,SN 2011FE,0,STD,,,
2455850.29136,11.786,0.011,,V,ATE,,138,140,110825,,0,1.98,Z,,14.075,,SN 2011FE,0,STD,,,
2455850.29193,11.777,0.011,,V,ATE,,138,140,110825,,0,1.99,Z,,14.078,,SN 2011FE,0,STD,,,
2455850.29249,11.770,0.011,,V,ATE,,138,140,110825,,0,2.00,Z,,14.034,,SN 2011FE,0,STD,,,
2455850.29306,11.739,0.011,,V,ATE,,138,140,110825,,0,2.00,Z,,13.968,,SN 2011FE,0,STD,,,
2455850.29363,11.787,0.011,,V,ATE,,138,140,110825,,0,2.01,Z,,14.074,,SN 2011FE,0,STD,,,
2455850.29375,11.41,0.02,,CR,NOT,,138,140,5256acg,,0,,Z,13.23,13.53,,PTF11KLY,0,STD,,,
2455850.29420,11.776,0.011,,V,ATE,,138,140,110825,,0,2.02,Z,,14.045,,SN 2011FE,0,STD,,,
2455850.29476,11.807,0.011,,V,ATE,,138,140,110825,,0,2.02,Z,,14.043,,SN 2011FE,0,STD,,,
2455850.29537,11.795,0.011,,V,ATE,,138,140,110825,,0,2.03,Z,,14.030,,SN 2011FE,0,STD,,,
2455850.29593,11.804,0.011,,V,ATE,,138,140,110825,,0,2.03,Z,,14.078,,SN 2011FE,0,STD,,,
2455850.29650,11.758,0.011,,V,ATE,,138,140,110825,,0,2.04,Z,,13.946,,SN 2011FE,0,STD,,,
2455850.29707,11.757,0.011,,V,ATE,,138,140,110825,,0,2.05,Z,,14.049,,SN 2011FE,0,STD,,,
2455850.29763,11.752,0.011,,V,ATE,,138,140,110825,,0,2.05,Z,,14.004,,SN 2011FE,0,STD,,,
2455850.458953,11.769,0.02,,V,LDJ,,000-BKD-527,000-BKD-533,5296HZ,C14+ST8XME,0,1.850,Z,11.735,13.784,,SN 2011FE,27,STD,3,,
2455850.5375,11.9,,,Vis.,CKB,,117,119,1109208,,,,Z,,,,SN 2011FE,0,STD,,,
2455850.5472,11.8,,,Vis.,KRB,,113,119,5660QP,,,,Z,,,,SN 2011FE,0,STD,,,
2455850.61806,12.0,,,Vis.,RR,,11.9,11.7,5254BAW,,,,Z,,,,SN 2011FE,0,STD,,,
2455850.994676,11.8238,0.0318,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.031,Z,,,,SN 2011FE,27,STD,,,
2455850.995509,11.8407,0.0305,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.024,Z,,,,SN 2011FE,27,STD,,,
2455850.996296,11.8302,0.0310,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.018,Z,,,,SN 2011FE,27,STD,,,
2455850.997095,11.8364,0.0348,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.011,Z,,,,SN 2011FE,27,STD,,,
2455850.997882,11.8296,0.0322,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.005,Z,,,,SN 2011FE,27,STD,,,
2455850.998669,11.8274,0.0354,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.998,Z,,,,SN 2011FE,27,STD,,,
2455850.99956,11.8230,0.0330,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.991,Z,,,,SN 2011FE,27,STD,,,
2455851.000347,11.8209,0.0320,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.985,Z,,,,SN 2011FE,27,STD,,,
2455851.001134,11.8268,0.0340,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.978,Z,,,,SN 2011FE,27,STD,,,
2455851.001921,11.8241,0.0300,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.972,Z,,,,SN 2011FE,27,STD,,,
2455851.002708,11.8300,0.0326,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.966,Z,,,,SN 2011FE,27,STD,,,
2455851.003611,11.8216,0.0323,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.959,Z,,,,SN 2011FE,27,STD,,,
2455851.004699,11.8266,0.0323,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.950,Z,,,,SN 2011FE,27,STD,,,
2455851.005532,11.8290,0.0331,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.944,Z,,,,SN 2011FE,27,STD,,,
2455851.006319,11.8420,0.0295,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.937,Z,,,,SN 2011FE,27,STD,,,
2455851.007222,11.8130,0.0321,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.931,Z,,,,SN 2011FE,27,STD,,,
2455851.008009,11.8292,0.0338,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.924,Z,,,,SN 2011FE,27,STD,,,
2455851.0089,11.8289,0.0317,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.918,Z,,,,SN 2011FE,27,STD,,,
2455851.009688,11.8324,0.0370,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.912,Z,,,,SN 2011FE,27,STD,,,
2455851.010567,11.8278,0.0327,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.905,Z,,,,SN 2011FE,27,STD,,,
2455851.011354,11.8238,0.0340,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.899,Z,,,,SN 2011FE,27,STD,,,
2455851.012245,11.8345,0.0355,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.892,Z,,,,SN 2011FE,27,STD,,,
2455851.013032,11.8296,0.0355,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.886,Z,,,,SN 2011FE,27,STD,,,
2455851.013935,11.8390,0.0347,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.879,Z,,,,SN 2011FE,27,STD,,,
2455851.014722,11.8305,0.0343,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.873,Z,,,,SN 2011FE,27,STD,,,
2455851.015625,11.8330,0.0354,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.867,Z,,,,SN 2011FE,27,STD,,,
2455851.016412,11.8149,0.0356,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.861,Z,,,,SN 2011FE,27,STD,,,
2455851.017303,11.8237,0.0376,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.854,Z,,,,SN 2011FE,27,STD,,,
2455851.01809,11.8451,0.0359,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.849,Z,,,,SN 2011FE,27,STD,,,
2455851.018958,11.8233,0.0367,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.843,Z,,,,SN 2011FE,27,STD,,,
2455851.019745,11.8353,0.0418,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.837,Z,,,,SN 2011FE,27,STD,,,
2455851.020637,11.8330,0.0424,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.830,Z,,,,SN 2011FE,27,STD,,,
2455851.021424,11.8375,0.0423,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.824,Z,,,,SN 2011FE,27,STD,,,
2455851.022315,11.8376,0.0451,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.818,Z,,,,SN 2011FE,27,STD,,,
2455851.023102,11.8390,0.0404,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.813,Z,,,,SN 2011FE,27,STD,,,
2455851.023993,11.8227,0.0524,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.807,Z,,,,SN 2011FE,27,STD,,,
2455851.02478,11.8356,0.0509,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.801,Z,,,,SN 2011FE,27,STD,,,
2455851.025671,11.8311,0.0645,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.795,Z,,,,SN 2011FE,27,STD,,,
2455851.026458,11.8189,0.0533,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.789,Z,,,,SN 2011FE,27,STD,,,
2455851.027303,11.8167,0.0623,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.783,Z,,,,SN 2011FE,27,STD,,,
2455851.028148,11.8229,0.0588,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.778,Z,,,,SN 2011FE,27,STD,,,
2455851.028993,11.8187,0.0696,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.772,Z,,,,SN 2011FE,27,STD,,,
2455851.029838,11.8208,0.0721,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.766,Z,,,,SN 2011FE,27,STD,,,
2455851.21181,11.8,,,Vis.,KOS,,11.7,11.9,5256dz,,,,Z,,,,SN 2011FE,3,STD,,,
2455851.23333,11.9,,,Vis.,SJZ,,119,,5252NPS,,,,Z,,,,SN 2011FE,30,STD,,,
2455851.24,12.4,,,Vis.,JAT,,123,128,999999,,,,Z,,,,SN 2011FE,3,STD,,,
2455851.2500,12.0,,,Vis.,MZS,,000,,999999,016111800,,,Z,,,,SN 2011FE,3,STD,,,
2455851.25000,12.2,,,Vis.,SUQ,,119,123,5620am,,,,Z,,,,SN 2011FE,0,STD,,,
2455851.25347,12.0,,,Vis.,ILE,,119,123,5639h,,,,Z,,,,SN 2011FE,3,STD,,,
2455851.2535,12.0,,,Vis.,ILE,,000,,999999,,,,Z,,,,SN 2011FE,3,STD,,,
2455851.2604,11.9,,,Vis.,BHS,,NA,,NA,,,,Z,,,,SN 2011FE,0,STD,,,
2455851.26389,12.0,,,Vis.,WKL,,11.9,11.7,5252tpy,,,,Z,,,,SN 2011FE,15,STD,,,
2455851.2674,12.0,,,Vis.,BVE,,119,121,BMU,CHART BMU BASED ON APASS AND TYCHO2,,,Z,,,,SN 2011FE,4,STD,,,
2455851.26951,11.907,0.011,,V,ATE,,138,140,110825,,0,1.80,Z,,14.001,,SN 2011FE,0,STD,,,
2455851.27017,11.854,0.012,,V,ATE,,138,140,110825,,0,1.80,Z,,13.949,,SN 2011FE,0,STD,,,
2455851.27073,11.908,0.012,,V,ATE,,138,140,110825,,0,1.81,Z,,13.959,,SN 2011FE,0,STD,,,
2455851.271,11.9,,,Vis.,BMU,,NA,,NA,,,,Z,,,,SN 2011FE,4,STD,,,
2455851.27130,11.913,0.012,,V,ATE,,138,140,110825,,0,1.81,Z,,13.950,,SN 2011FE,0,STD,,,
2455851.27187,11.896,0.012,,V,ATE,,138,140,110825,,0,1.82,Z,,13.990,,SN 2011FE,0,STD,,,
2455851.27247,11.923,0.012,,V,ATE,,138,140,110825,,0,1.82,Z,,13.986,,SN 2011FE,0,STD,,,
2455851.273,12.1,,,Vis.,PYG,BU,119(2)V(2)123,,5249DOQ,,,,Z,,,,SN 2011FE,30,STD,,,
2455851.27304,11.857,0.013,,V,ATE,,138,140,110825,,0,1.83,Z,,13.997,,SN 2011FE,0,STD,,,
2455851.27361,11.846,0.013,,V,ATE,,138,140,110825,,0,1.83,Z,,13.993,,SN 2011FE,0,STD,,,
2455851.27421,11.870,0.012,,V,ATE,,138,140,110825,,0,1.84,Z,,13.963,,SN 2011FE,0,STD,,,
2455851.27480,11.890,0.012,,V,ATE,,138,140,110825,,0,1.85,Z,,13.945,,SN 2011FE,0,STD,,,
2455851.27536,11.882,0.013,,V,ATE,,138,140,110825,,0,1.85,Z,,14.019,,SN 2011FE,0,STD,,,
2455851.27597,11.848,0.013,,V,ATE,,138,140,110825,,0,1.86,Z,,14.012,,SN 2011FE,0,STD,,,
2455851.27653,11.853,0.013,,V,ATE,,138,140,110825,,0,1.86,Z,,13.969,,SN 2011FE,0,STD,,,
2455851.27710,11.878,0.013,,V,ATE,,138,140,110825,,0,1.87,Z,,13.968,,SN 2011FE,0,STD,,,
2455851.27767,11.869,0.014,,V,ATE,,138,140,110825,,0,1.87,Z,,14.023,,SN 2011FE,0,STD,,,
2455851.27827,11.926,0.016,,V,ATE,,138,140,110825,,0,1.88,Z,,13.980,,SN 2011FE,0,STD,,,
2455851.27884,11.871,0.015,,V,ATE,,138,140,110825,,0,1.88,Z,,13.969,,SN 2011FE,0,STD,,,
2455851.27942,11.923,0.016,,V,ATE,,138,140,110825,,0,1.89,Z,,13.966,,SN 2011FE,0,STD,,,
2455851.27999,11.908,0.015,,V,ATE,,138,140,110825,,0,1.90,Z,,13.994,,SN 2011FE,0,STD,,,
2455851.28056,11.892,0.014,,V,ATE,,138,140,110825,,0,1.90,Z,,13.950,,SN 2011FE,0,STD,,,
2455851.28113,11.890,0.014,,V,ATE,,138,140,110825,,0,1.91,Z,,13.955,,SN 2011FE,0,STD,,,
2455851.28170,11.893,0.014,,V,ATE,,138,140,110825,,0,1.91,Z,,14.020,,SN 2011FE,0,STD,,,
2455851.28194,11.47,0.02,,CR,NOT,,138,140,5256acg,,0,,Z,13.23,13.55,,PTF11KLY,0,STD,,,
2455851.28226,11.886,0.014,,V,ATE,,138,140,110825,,0,1.92,Z,,14.025,,SN 2011FE,0,STD,,,
2455851.28286,11.913,0.015,,V,ATE,,138,140,110825,,0,1.92,Z,,14.030,,SN 2011FE,0,STD,,,
2455851.28343,11.923,0.016,,V,ATE,,138,140,110825,,0,1.93,Z,,13.939,,SN 2011FE,0,STD,,,
2455851.28400,11.899,0.016,,V,ATE,,138,140,110825,,0,1.94,Z,,14.002,,SN 2011FE,0,STD,,,
2455851.28460,11.913,0.016,,V,ATE,,138,140,110825,,0,1.94,Z,,14.017,,SN 2011FE,0,STD,,,
2455851.28517,11.929,0.016,,V,ATE,,138,140,110825,,0,1.95,Z,,13.963,,SN 2011FE,0,STD,,,
2455851.28573,11.882,0.016,,V,ATE,,138,140,110825,,0,1.95,Z,,13.960,,SN 2011FE,0,STD,,,
2455851.28611,11.9,,,Vis.,KAM,,117,119,5253atz,,,,Z,,,,SN 2011FE,2,STD,,,
2455851.28633,11.900,0.016,,V,ATE,,138,140,110825,,0,1.96,Z,,13.936,,SN 2011FE,0,STD,,,
2455851.28693,11.900,0.016,,V,ATE,,138,140,110825,,0,1.97,Z,,13.982,,SN 2011FE,0,STD,,,
2455851.28749,11.845,0.017,,V,ATE,,138,140,110825,,0,1.97,Z,,13.922,,SN 2011FE,0,STD,,,
2455851.28806,11.842,0.016,,V,ATE,,138,140,110825,,0,1.98,Z,,13.969,,SN 2011FE,0,STD,,,
2455851.2882,12.2,,,Vis.,CSM,,000,,99999,,,,Z,,,,SN 2011FE,3,STD,,,
2455851.2917,12.2,,,Vis.,VFK,,119,,5254AD,LEIPZIG 203/800,,,Z,,,,PTF11KLY,2,STD,,,
2455851.3,12.0,,,Vis.,WUB,,NA,,NA,,,,Z,,,,SN 2011FE,4,STD,,,
2455851.328,12.2,,,Vis.,LTE,,119,123,5256eip,,,,Z,,,,SN 2011FE,20,STD,,,
2455851.3368,11.9,,,Vis.,WWJ,,11.7,11.9,5252NHF,147X280,,,Z,,,,SN 2011FE,30,STD,,,
2455851.50041,11.81,0.02,,V,SHA,,ensemble,ensemble,5663eaw,,1,1.81,Z,,,,SN 2011FE,0,STD,,,
2455851.50156,12.99,0.03,,B,SHA,,ensemble,ensemble,5660eaw,,1,1.82,Z,,,,PTF11kly,0,STD,,,
2455851.50324,11.12,0.03,,I,SHA,,ensemble,ensemble,5660eaw,,1,1.84,Z,,,,SN 2011FE,0,STD,,,
2455852.19236,11.5,,,Vis.,KSQ,,111,117,5296ogr,,,,Z,,,,2011FE,30,STD,,,
2455852.22,11.9,,,Vis.,BFO,,000,,999999,,,,Z,,,,SN 2011FE,3,STD,,,
2455852.22153,11.9,,,Vis.,KOS,,11.7,12.3,5256dz,,,,Z,,,,SN 2011FE,3,STD,,,
2455852.2278,12.2,,,Vis.,DPV,,11.9,12.8,DPV2011,,,,Z,,,,SN 2011FE,9,STD,,,
2455852.2500,12.0,,,Vis.,MZS,,000,,999999,017111800,,,Z,,,,SN 2011FE,3,STD,,,
2455852.26,12.86,0.02,,B,QW,,117,119,110101,,1,,Z,,,,SN 2011FE,2,STD,,,
2455852.26185,11.946,0.009,,V,ATE,,138,141,110825,,0,1.75,Z,,14.009,,SN 2011FE,0,STD,,,
2455852.26270,11.877,0.010,,V,ATE,,138,141,110825,,0,1.76,Z,,13.991,,SN 2011FE,0,STD,,,
2455852.26336,11.947,0.010,,V,ATE,,138,141,110825,,0,1.77,Z,,13.912,,SN 2011FE,0,STD,,,
2455852.26399,11.943,0.010,,V,ATE,,138,141,110825,,0,1.77,Z,,13.960,,SN 2011FE,0,STD,,,
2455852.26465,11.908,0.009,,V,ATE,,138,141,110825,,0,1.78,Z,,14.050,,SN 2011FE,0,STD,,,
2455852.26530,11.887,0.009,,V,ATE,,138,141,110825,,0,1.78,Z,,14.084,,SN 2011FE,0,STD,,,
2455852.26592,11.948,0.009,,V,ATE,,138,141,110825,,0,1.79,Z,,14.103,,SN 2011FE,0,STD,,,
2455852.26655,11.930,0.010,,V,ATE,,138,141,110825,,0,1.80,Z,,14.044,,SN 2011FE,0,STD,,,
2455852.26721,11.898,0.010,,V,ATE,,138,141,110825,,0,1.80,Z,,13.989,,SN 2011FE,0,STD,,,
2455852.26783,11.884,0.010,,V,ATE,,138,141,110825,,0,1.81,Z,,14.031,,SN 2011FE,0,STD,,,
2455852.26849,11.934,0.010,,V,ATE,,138,141,110825,,0,1.81,Z,,14.042,,SN 2011FE,0,STD,,,
2455852.26912,11.907,0.010,,V,ATE,,138,141,110825,,0,1.82,Z,,14.105,,SN 2011FE,0,STD,,,
2455852.26974,11.932,0.010,,V,ATE,,138,141,110825,,0,1.82,Z,,14.050,,SN 2011FE,0,STD,,,
2455852.27,11.85,0.01,,V,QW,,117,119,110101,,1,,Z,,,,SN 2011FE,2,STD,,,
2455852.27037,11.892,0.010,,V,ATE,,138,141,110825,,0,1.83,Z,,14.075,,SN 2011FE,0,STD,,,
2455852.27099,11.895,0.010,,V,ATE,,138,141,110825,,0,1.84,Z,,14.026,,SN 2011FE,0,STD,,,
2455852.27162,11.917,0.010,,V,ATE,,138,141,110825,,0,1.84,Z,,14.017,,SN 2011FE,0,STD,,,
2455852.27228,11.908,0.010,,V,ATE,,138,141,110825,,0,1.85,Z,,14.089,,SN 2011FE,0,STD,,,
2455852.27290,11.878,0.010,,V,ATE,,138,141,110825,,0,1.85,Z,,14.064,,SN 2011FE,0,STD,,,
2455852.27353,11.916,0.010,,V,ATE,,138,141,110825,,0,1.86,Z,,14.069,,SN 2011FE,0,STD,,,
2455852.27419,11.902,0.010,,V,ATE,,138,141,110825,,0,1.87,Z,,13.984,,SN 2011FE,0,STD,,,
2455852.27481,11.913,0.010,,V,ATE,,138,141,110825,,0,1.87,Z,,14.077,,SN 2011FE,0,STD,,,
2455852.27546,11.932,0.010,,V,ATE,,138,141,110825,,0,1.88,Z,,14.035,,SN 2011FE,0,STD,,,
2455852.27569,12.1,,,Vis.,SJZ,,119,123,5252NPS,,,,Z,,,,SN 2011FE,30,STD,,,
2455852.27608,11.906,0.010,,V,ATE,,138,141,110825,,0,1.88,Z,,14.087,,SN 2011FE,0,STD,,,
